,preds,preds_raw,label,genes
0,0.0,0.25178614,0.0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
1,0.0,0.035864837,0.0,ENSG00000169710
2,0.0,0.064606085,0.0,ENSG00000008513
3,1.0,0.99987936,1.0,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
4,1.0,0.99987936,1.0,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
5,0.0,0.0059513906,0.0,ENSG00000113273
6,0.0,0.0053643924,0.0,ENSG00000187134
7,0.0,0.012163975,0.0,ENSG00000131480
8,1.0,0.84663767,1.0,ENSG00000128951
9,0.0,0.0025455735,0.0,ENSG00000110090
10,0.0,0.0023850198,0.0,ENSG00000197375
11,1.0,0.899458,1.0,ENSG00000113161
12,1.0,0.5835865,1.0,ENSG00000178700
13,0.0,0.09174927,1.0,ENSG00000100714
14,0.0,0.013851463,0.0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
15,0.0,0.021469424,0.0,ENSG00000059573
16,0.0,0.029890204,0.0,ENSG00000161533
17,0.0,0.0003281729,0.0,ENSG00000162066
18,0.0,0.020046908,0.0,ENSG00000176974
19,0.0,0.0034850086,0.0,ENSG00000104522
20,0.0,0.0801265,0.0,ENSG00000153574
21,0.0,0.0075549567,0.0,ENSG00000117308
22,0.0,0.030638129,0.0,ENSG00000146701
23,0.0,0.025709962,0.0,ENSG00000068366
24,0.0,0.14871813,1.0,ENSG00000123983
25,0.0,0.0010628455,0.0,ENSG00000140284
26,0.0,0.0008382449,0.0,ENSG00000147224
27,0.0,0.014855635,0.0,ENSG00000117450
28,0.0,0.008964092,0.0,ENSG00000117592
29,0.0,0.007551203,0.0,ENSG00000126432
30,0.0,0.030141354,0.0,ENSG00000164294
31,0.0,0.00832319,0.0,ENSG00000165672
32,1.0,0.7498873,0.0,ENSG00000167468
33,0.0,0.32769904,1.0,ENSG00000167815
34,0.0,0.0023379961,0.0,ENSG00000176153
35,0.0,0.007364734,0.0,ENSG00000171302
36,0.0,0.0058963965,0.0,ENSG00000156110
37,0.0,0.02590112,0.0,ENSG00000066322
38,0.0,0.0035712386,0.0,ENSG00000118402
39,0.0,0.009024811,0.0,ENSG00000099377
40,0.0,0.01203874,0.0,ENSG00000121039
41,0.0,0.011539451,0.0,ENSG00000159692
42,0.0,0.01786093,0.0,ENSG00000164039
43,0.0,0.018115833,0.0,ENSG00000167733
44,0.0,0.070710406,0.0,ENSG00000197894
45,1.0,0.5328032,1.0,ENSG00000227471
46,0.0,0.25982612,0.0,ENSG00000130876 and ENSG00000168003
47,0.0,0.0056027793,0.0,ENSG00000132196
48,0.0,0.10907942,1.0,ENSG00000149084
49,0.0,0.114872456,0.0,ENSG00000117143
50,0.0,0.11258479,0.0,ENSG00000139514
51,0.0,0.05240099,0.0,ENSG00000132155 and ENSG00000157764
52,0.0,0.0011609022,0.0,ENSG00000001630
53,0.0,0.05534186,0.0,ENSG00000125454
54,0.0,0.0026953737,0.0,ENSG00000083807
55,0.0,0.049259372,0.0,ENSG00000155380
56,0.0,0.0069287913,0.0,ENSG00000103064
57,0.0,0.14376867,0.0,ENSG00000103257
58,0.0,0.40766802,0.0,ENSG00000072506
59,0.0,0.052055128,0.0,ENSG00000084754
60,0.0,0.03404288,0.0,ENSG00000127884
61,0.0,0.040470354,0.0,ENSG00000177646
62,0.0,0.013844996,0.0,ENSG00000123739
63,0.0,0.0018960246,0.0,ENSG00000178537
64,0.0,0.0019198889,0.0,ENSG00000197119
65,0.0,0.0021804308,0.0,ENSG00000157184
66,0.0,0.018940696,0.0,ENSG00000131979
67,0.0,0.40855962,0.0,ENSG00000131473
68,0.0,0.20085876,1.0,ENSG00000278540
69,0.0,0.042962886,0.0,ENSG00000141526
70,0.0,0.0013489968,0.0,ENSG00000176393
71,1.0,0.9998499,1.0,ENSG00000110619
72,0.0,0.0091192145,0.0,ENSG00000068903
73,0.0,0.018750636,0.0,ENSG00000096717
74,0.0,0.0034500738,0.0,ENSG00000124523
75,0.0,0.0061406265,0.0,ENSG00000124596
76,0.0,0.0046410663,0.0,ENSG00000133315
77,0.0,0.0008812837,0.0,ENSG00000157045
78,0.0,0.0041892477,0.0,ENSG00000187531
79,0.0,0.0034067042,0.0,ENSG00000071073
80,0.0,0.024866587,0.0,ENSG00000196502
81,0.0,0.31256366,0.0,ENSG00000074800
82,0.0,0.047582906,0.0,ENSG00000099797
83,0.0,0.0035542517,0.0,ENSG00000167969
84,0.0,0.1480215,0.0,ENSG00000146066
85,0.0,0.0003486993,0.0,ENSG00000206527
86,1.0,0.9977729,1.0,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
87,0.0,0.008316049,0.0,ENSG00000131067
88,0.0,0.11372116,0.0,ENSG00000125166
89,0.0,0.0132876085,0.0,ENSG00000119723
90,0.0,0.10878334,0.0,ENSG00000055609 and ENSG00000272333
91,0.0,0.20153703,1.0,ENSG00000163931
92,0.0,0.0053701126,0.0,ENSG00000196517
93,0.0,0.069974564,0.0,ENSG00000064763
94,0.0,0.0065242853,0.0,ENSG00000111716
95,0.0,0.110507146,0.0,ENSG00000134333
96,0.0,0.006019643,0.0,ENSG00000151116
97,0.0,0.058132067,0.0,ENSG00000130313
98,0.0,0.051177144,0.0,ENSG00000101109 and ENSG00000104375
99,0.0,0.04097006,0.0,ENSG00000070770 and ENSG00000101266
100,0.0,0.0059066936,0.0,ENSG00000038382
101,1.0,0.99309033,1.0,ENSG00000058729
102,1.0,0.6297426,1.0,ENSG00000060237
103,0.0,0.0020068074,0.0,ENSG00000067900
104,0.0,0.12368807,1.0,ENSG00000072518
105,0.0,0.07487633,0.0,ENSG00000086015
106,1.0,0.95998454,1.0,ENSG00000087586
107,0.0,0.02769512,0.0,ENSG00000089022
108,0.0,0.014338155,0.0,ENSG00000096063
109,1.0,0.994826,1.0,ENSG00000097046
110,0.0,0.48533985,1.0,ENSG00000100749
111,0.0,0.0030618038,0.0,ENSG00000105221
112,0.0,0.014974316,0.0,ENSG00000105613
113,0.0,0.016945882,0.0,ENSG00000108443
114,0.0,0.086800136,0.0,ENSG00000108946
115,1.0,0.5935849,1.0,ENSG00000112739
116,1.0,0.50476336,1.0,ENSG00000113712
117,0.0,0.011194477,0.0,ENSG00000114302
118,0.0,0.010623829,0.0,ENSG00000117676
119,0.0,0.007901018,0.0,ENSG00000118515
120,1.0,0.8659772,1.0,ENSG00000120539
121,1.0,0.5247327,0.0,ENSG00000122966
122,1.0,0.92563766,1.0,ENSG00000124784
123,1.0,0.6345113,1.0,ENSG00000125651
124,0.0,0.009292608,0.0,ENSG00000125834
125,0.0,0.00691529,0.0,ENSG00000126562
126,1.0,0.8343858,1.0,ENSG00000127564
127,0.0,0.043102372,1.0,ENSG00000128829
128,0.0,0.011452158,0.0,ENSG00000130175
129,0.0,0.009455466,0.0,ENSG00000130669
130,0.0,0.015505817,0.0,ENSG00000134318
131,0.0,0.0016882012,0.0,ENSG00000135250
132,0.0,0.0047294977,0.0,ENSG00000137193
133,0.0,0.03624909,0.0,ENSG00000137601
134,0.0,0.029449401,0.0,ENSG00000139908
135,1.0,0.82204455,1.0,ENSG00000140992
136,0.0,0.009989807,0.0,ENSG00000141551
137,0.0,0.03550655,0.0,ENSG00000142208
138,1.0,0.54059047,0.0,ENSG00000146872
139,1.0,0.749189,0.0,ENSG00000147133
140,0.0,0.006970529,0.0,ENSG00000149269
141,0.0,0.009049438,0.0,ENSG00000149311
142,1.0,0.9955314,1.0,ENSG00000149554
143,1.0,0.8039624,1.0,ENSG00000156970
144,1.0,0.9128476,1.0,ENSG00000157106
145,0.0,0.0037685363,0.0,ENSG00000160584
146,0.0,0.009378576,0.0,ENSG00000162302
147,0.0,0.014569722,0.0,ENSG00000163349
148,0.0,0.0014315369,0.0,ENSG00000165304
149,0.0,0.25454345,1.0,ENSG00000166333
150,1.0,0.9960978,1.0,ENSG00000166483
151,0.0,0.011773192,0.0,ENSG00000168067
152,1.0,0.70437795,1.0,ENSG00000169679
153,0.0,0.011029933,0.0,ENSG00000170145
154,0.0,0.011644013,0.0,ENSG00000171219
155,0.0,0.0067299274,0.0,ENSG00000172071
156,1.0,0.60728407,1.0,ENSG00000172315
157,0.0,0.005725071,0.0,ENSG00000172939
158,1.0,0.8837472,1.0,ENSG00000175054
159,0.0,0.0064203325,0.0,ENSG00000178093
160,0.0,0.44273728,1.0,ENSG00000178950
161,1.0,0.99513984,1.0,ENSG00000178999
162,0.0,0.10757216,1.0,ENSG00000180370
163,0.0,0.0030902664,0.0,ENSG00000186716
164,0.0,0.0044667087,0.0,ENSG00000188322
165,1.0,0.52055806,1.0,ENSG00000196455
166,0.0,0.01450017,0.0,ENSG00000198586
167,0.0,0.0009066542,0.0,ENSG00000198648
168,0.0,0.0018821626,0.0,ENSG00000162688
169,0.0,0.03543438,0.0,ENSG00000100522
170,0.0,0.017458387,0.0,ENSG00000143149
