,preds,preds_raw,label,genes
0,1.0,0.99996555,1.0,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
1,1.0,0.99996555,1.0,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
2,0.0,0.28735512,1.0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
3,0.0,0.004039549,0.0,ENSG00000113273
4,0.0,0.006797407,0.0,ENSG00000110090
5,0.0,0.0011594837,0.0,ENSG00000197375
6,0.0,0.40757424,1.0,ENSG00000072506
7,0.0,0.0046807406,0.0,ENSG00000084754
8,0.0,0.0046053864,0.0,ENSG00000127884
9,0.0,0.00052672427,0.0,ENSG00000130304
10,0.0,0.0017361523,0.0,ENSG00000133835
11,0.0,0.0076475963,0.0,ENSG00000140284
12,0.0,0.0005589949,0.0,ENSG00000143554
13,0.0,0.03195877,0.0,ENSG00000161533
14,0.0,0.00133172,0.0,ENSG00000167107
15,0.0,0.0006455434,0.0,ENSG00000177465
16,0.0,0.0005538366,0.0,ENSG00000184227
17,0.0,0.026346385,0.0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
18,0.0,0.1178667,0.0,ENSG00000169710
19,0.0,0.030364322,0.0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
20,1.0,0.97271496,1.0,ENSG00000113161
21,0.0,0.20532843,1.0,ENSG00000100714
22,0.0,0.028223313,0.0,ENSG00000059573
23,1.0,0.72579086,1.0,ENSG00000178700
24,0.0,0.48597354,1.0,ENSG00000091140 and ENSG00000140905 and ENSG00000145020 and ENSG00000178445
25,0.0,0.00062279537,0.0,ENSG00000162066
26,0.0,0.01252151,0.0,ENSG00000176974
27,0.0,0.47888312,1.0,ENSG00000153574
28,0.0,0.0061311703,0.0,ENSG00000104522
29,0.0,0.0025498471,0.0,ENSG00000117308
30,0.0,0.034790583,0.0,ENSG00000068366
31,0.0,0.46689233,0.0,ENSG00000123983
32,0.0,0.047817886,0.0,ENSG00000146701
33,0.0,0.014235154,0.0,ENSG00000147224
34,0.0,0.06861048,0.0,ENSG00000117450
35,0.0,0.0022620696,0.0,ENSG00000117592
36,0.0,0.0068936516,0.0,ENSG00000126432
37,0.0,0.11646943,0.0,ENSG00000164294
38,0.0,0.0074577024,0.0,ENSG00000165672
39,1.0,0.5287101,1.0,ENSG00000167468
40,0.0,0.37969673,0.0,ENSG00000167815
41,0.0,0.0024169649,0.0,ENSG00000171302
42,0.0,0.008085507,0.0,ENSG00000099377
43,0.0,0.01137344,0.0,ENSG00000121039
44,0.0,0.010821108,0.0,ENSG00000159692
45,0.0,0.011146031,0.0,ENSG00000164039
46,0.0,0.011825652,0.0,ENSG00000167733
47,0.0,0.0016009347,0.0,ENSG00000176387
48,0.0,0.007874624,0.0,ENSG00000187134
49,0.0,0.09512363,0.0,ENSG00000197894
50,0.0,0.047121022,0.0,ENSG00000066322
51,0.0,0.0006558619,0.0,ENSG00000156110
52,0.0,0.010956853,0.0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
53,0.0,0.0013655989,0.0,ENSG00000132196
54,0.0,0.37256262,0.0,ENSG00000149084
55,0.0,0.43530813,0.0,ENSG00000117143
56,0.0,0.02181395,0.0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
57,0.0,0.26608315,0.0,ENSG00000139514
58,0.0,0.00047792585,0.0,ENSG00000021488 and ENSG00000103064 and ENSG00000138079
59,0.0,0.021123836,0.0,ENSG00000093010
60,0.0,0.015353672,0.0,ENSG00000001630
61,0.0,0.19194664,0.0,ENSG00000125454
62,0.0,0.0006970154,0.0,ENSG00000083807
63,0.0,0.09002377,0.0,ENSG00000155380
64,0.0,0.4748565,1.0,ENSG00000136877
65,0.0,0.0015025153,0.0,ENSG00000103064
66,0.0,0.1820014,0.0,ENSG00000103257
67,0.0,0.017415635,0.0,ENSG00000131979
68,1.0,0.56295186,0.0,ENSG00000131473
69,0.0,0.4668292,0.0,ENSG00000278540
70,0.0,0.00911151,0.0,ENSG00000141526
71,0.0,0.00969498,0.0,ENSG00000178537
72,0.0,0.011166115,0.0,ENSG00000197119
73,0.0,0.0034256314,0.0,ENSG00000176393
74,1.0,0.9997254,1.0,ENSG00000110619
75,0.0,0.0106352875,0.0,ENSG00000068903
76,0.0,0.015879491,0.0,ENSG00000096717
77,0.0,0.006225515,0.0,ENSG00000124523
78,0.0,0.009722887,0.0,ENSG00000124596
79,0.0,0.009472756,0.0,ENSG00000133315
80,0.0,0.002216759,0.0,ENSG00000157045
81,0.0,0.00779641,0.0,ENSG00000187531
82,0.0,0.09871123,1.0,ENSG00000177646
83,0.0,0.018708475,0.0,ENSG00000196502
84,0.0,0.011977186,0.0,ENSG00000196517
85,0.0,0.0005002458,0.0,ENSG00000160209
86,0.0,0.034709755,0.0,ENSG00000131067
87,0.0,0.27240008,1.0,ENSG00000074800
88,0.0,0.020706909,0.0,ENSG00000099797
89,0.0,0.01787765,0.0,ENSG00000167969
90,1.0,0.99965084,1.0,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
91,0.0,0.0060161743,0.0,ENSG00000119723
92,0.0,0.31985086,1.0,ENSG00000105220
93,0.0,0.14829743,0.0,ENSG00000055609 and ENSG00000272333
94,0.0,0.3840323,1.0,ENSG00000163931
95,0.0,0.16291136,0.0,ENSG00000064763
96,0.0,0.0053202766,0.0,ENSG00000143149
97,0.0,0.39693844,1.0,ENSG00000146066
98,0.0,0.0195927,0.0,ENSG00000206527
99,0.0,0.018423287,0.0,ENSG00000163541 and ENSG00000172340
100,0.0,0.18347819,0.0,ENSG00000136143 and ENSG00000163541
101,0.0,0.0050815265,0.0,ENSG00000171862
102,0.0,0.002788022,0.0,ENSG00000143811
103,0.0,0.0001544277,0.0,ENSG00000243709
104,0.0,0.22124879,0.0,ENSG00000151348 and ENSG00000182197
105,0.0,0.0036363686,0.0,ENSG00000101187
106,0.0,0.069698274,0.0,ENSG00000135069
107,0.0,0.0037008158,0.0,ENSG00000124767
108,0.0,0.0125210555,0.0,ENSG00000150540
109,0.0,0.13025269,1.0,ENSG00000091483
110,0.0,0.0028121646,0.0,ENSG00000065989
111,0.0,0.0055992627,0.0,ENSG00000108242
112,0.0,0.37806866,0.0,ENSG00000171903
113,0.0,0.11984156,1.0,ENSG00000070669
114,0.0,0.25883728,1.0,ENSG00000125166
115,0.0,0.034109604,0.0,ENSG00000100033
116,0.0,0.014733396,0.0,ENSG00000250799
117,0.0,0.003044451,0.0,ENSG00000092621
118,1.0,0.9998734,1.0,ENSG00000117682
119,0.0,0.0055809915,0.0,ENSG00000168679
120,0.0,0.08625484,0.0,ENSG00000170190
121,1.0,0.98662275,1.0,ENSG00000100462 and ENSG00000126457
122,0.0,0.08303918,1.0,ENSG00000029639
123,0.0,0.0072059054,0.0,ENSG00000066651
124,1.0,0.9998441,1.0,ENSG00000071462
125,0.0,0.07468111,0.0,ENSG00000100483
126,0.0,0.06448559,1.0,ENSG00000101247
127,1.0,0.9999354,1.0,ENSG00000105202
128,1.0,0.9957021,1.0,ENSG00000108592
129,0.0,0.10789925,1.0,ENSG00000110871
130,1.0,0.9853153,1.0,ENSG00000111641
131,0.0,0.3586151,1.0,ENSG00000117481
132,0.0,0.2457148,1.0,ENSG00000122687
133,0.0,0.07092418,0.0,ENSG00000123427
134,1.0,0.91834646,1.0,ENSG00000127804
135,0.0,0.018870482,0.0,ENSG00000130305
136,0.0,0.012926344,0.0,ENSG00000132600
137,1.0,0.975712,1.0,ENSG00000137574
138,0.0,0.0019769592,0.0,ENSG00000137760
