,preds,label,genes
0,1,1,ENSG00000099194
1,0,1,ENSG00000068366
2,0,1,ENSG00000099797
3,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
4,0,0,ENSG00000110090
5,0,0,ENSG00000101986
6,0,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
7,0,0,ENSG00000169710
8,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
9,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
10,0,1,ENSG00000149084
11,0,0,ENSG00000134824
12,0,0,ENSG00000197375
13,0,0,ENSG00000089597
14,0,0,ENSG00000115275
15,1,1,ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038
16,0,0,ENSG00000139133
17,0,0,ENSG00000155380
18,0,1,ENSG00000127125
19,0,1,ENSG00000163344
20,0,1,ENSG00000110921
21,0,0,ENSG00000124370
22,1,1,ENSG00000113161
23,0,0,ENSG00000124767
24,0,0,ENSG00000149313
25,0,0,ENSG00000151093
26,0,0,ENSG00000138814 and ENSG00000221823
27,0,1,ENSG00000055609 and ENSG00000272333
28,0,0,ENSG00000072062
29,0,0,ENSG00000157326
30,0,1,ENSG00000100714
31,0,0,ENSG00000065911
32,0,1,ENSG00000136877
33,0,0,ENSG00000135437
34,0,0,ENSG00000132196
35,0,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
36,0,0,ENSG00000151151
37,0,1,ENSG00000100605
38,0,0,ENSG00000068383
39,0,1,ENSG00000105655
40,0,0,ENSG00000040933
41,0,0,ENSG00000145725
42,0,1,ENSG00000007168
43,0,0,ENSG00000078142
44,0,0,ENSG00000131979
45,0,1,ENSG00000119723
46,0,0,ENSG00000083807
47,0,1,ENSG00000023330
48,0,0,ENSG00000005381
49,0,0,ENSG00000093010
50,0,1,ENSG00000072506
51,0,0,ENSG00000083123 and ENSG00000142046 and ENSG00000248098
52,0,0,ENSG00000111716
53,0,0,ENSG00000070614
54,0,0,ENSG00000117528
55,0,1,ENSG00000105953
56,0,1,ENSG00000173085
57,0,1,ENSG00000167186
58,0,0,ENSG00000092621
59,0,0,ENSG00000135069
60,0,1,ENSG00000146701
61,0,0,ENSG00000001630
62,0,0,ENSG00000052802
63,0,0,ENSG00000143149
64,0,0,ENSG00000182199
65,0,0,ENSG00000176974
66,0,0,ENSG00000128039
67,0,0,ENSG00000150540
68,0,0,ENSG00000116649
69,0,1,ENSG00000102172
70,0,1,ENSG00000128059
71,0,1,ENSG00000178921
72,0,1,ENSG00000110871
73,0,0,ENSG00000099377
74,0,0,ENSG00000109929
