,preds,label,genes
0,0,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
1,0,0,ENSG00000169710
2,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
3,0,0,ENSG00000110090
4,1,1,ENSG00000113161
5,0,1,ENSG00000178700
6,0,1,ENSG00000100714
7,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
8,0,0,ENSG00000059573
9,0,0,ENSG00000162066
10,0,0,ENSG00000176974
11,0,0,ENSG00000104522
12,0,0,ENSG00000153574
13,0,0,ENSG00000117308
14,0,0,ENSG00000156110
15,0,0,ENSG00000117143
16,0,0,ENSG00000132155 and ENSG00000157764
17,0,0,ENSG00000001630
18,0,0,ENSG00000125454
19,0,0,ENSG00000068366
20,0,0,ENSG00000083807
21,0,0,ENSG00000103064
22,0,1,ENSG00000131473
23,0,0,ENSG00000131979
24,0,0,ENSG00000155380
25,0,1,ENSG00000110619
26,0,0,ENSG00000068903
27,1,0,ENSG00000074800
28,0,0,ENSG00000103257
29,0,0,ENSG00000149084
30,0,0,ENSG00000099797
31,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
32,0,0,ENSG00000125166
33,0,0,ENSG00000055609 and ENSG00000272333
34,0,0,ENSG00000196517
35,0,0,ENSG00000135069
36,0,0,ENSG00000150540
37,0,0,ENSG00000065989
38,0,0,ENSG00000171903
39,0,0,ENSG00000110958
40,0,0,ENSG00000157326
41,0,0,ENSG00000012779
42,0,0,ENSG00000128039
43,0,0,ENSG00000100075
44,0,0,ENSG00000167130
45,0,0,ENSG00000134824
46,0,0,ENSG00000121897
47,0,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
48,0,0,ENSG00000040933
49,0,1,ENSG00000136877
50,0,1,ENSG00000173085
51,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
52,0,0,ENSG00000103174
53,0,0,ENSG00000111716
54,0,0,ENSG00000093010
55,0,0,ENSG00000178802
56,0,1,ENSG00000162368
57,0,1,ENSG00000176890
58,0,1,ENSG00000125877
59,0,0,ENSG00000167900
60,1,1,ENSG00000168393
61,0,1,ENSG00000035687
62,0,0,ENSG00000106348
63,0,0,ENSG00000178922
64,0,0,ENSG00000065911
65,0,0,ENSG00000116096
66,0,1,ENSG00000142657
67,0,0,ENSG00000139531
68,0,0,ENSG00000082212
69,0,1,ENSG00000084774
70,0,1,ENSG00000143774
71,0,0,ENSG00000160282
72,0,0,ENSG00000100092
73,0,0,ENSG00000116649
74,0,0,ENSG00000146701
75,0,0,ENSG00000173599
76,0,0,ENSG00000088002
77,0,0,ENSG00000068383
78,0,0,ENSG00000083123 and ENSG00000142046 and ENSG00000248098
79,0,0,ENSG00000177542
80,0,0,ENSG00000184470
81,0,1,ENSG00000101986
82,0,0,ENSG00000164638
83,0,0,ENSG00000108784
84,0,1,ENSG00000120158
85,0,0,ENSG00000100605
86,0,1,ENSG00000005022
87,0,0,ENSG00000197375
88,0,1,ENSG00000072506
89,1,1,ENSG00000128951
90,0,0,ENSG00000095596
91,0,0,ENSG00000083123
92,0,0,ENSG00000147454
93,0,0,ENSG00000052802
94,0,0,ENSG00000116704
95,0,0,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
96,0,0,ENSG00000119723
97,0,0,ENSG00000134294
98,0,0,ENSG00000117592
99,0,0,ENSG00000163541 and ENSG00000172340
100,1,1,ENSG00000166986
101,0,1,ENSG00000183048
102,0,0,ENSG00000131238
103,0,0,ENSG00000101187
104,0,0,ENSG00000095380
105,0,0,ENSG00000132570
106,0,1,ENSG00000095059
107,0,0,ENSG00000008513
108,0,0,ENSG00000132423
109,0,0,ENSG00000105835
110,0,0,ENSG00000023697
111,0,0,ENSG00000159921
112,0,1,ENSG00000105953
113,0,0,ENSG00000105655
114,0,0,ENSG00000173614
115,0,0,ENSG00000172890
116,0,1,ENSG00000101901
117,0,0,ENSG00000160211
118,0,1,ENSG00000117682
119,0,0,ENSG00000135437
120,1,1,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
121,1,1,ENSG00000228716
122,0,0,ENSG00000164039
123,0,0,ENSG00000177646
124,0,0,ENSG00000197355
125,0,0,ENSG00000101109 and ENSG00000104375
126,0,0,ENSG00000149809
127,0,0,ENSG00000140284
128,0,0,ENSG00000157184
129,0,0,ENSG00000278540
130,0,0,ENSG00000167969
131,0,1,ENSG00000055609 and ENSG00000167548
132,0,0,ENSG00000130313
133,0,0,ENSG00000171862
134,0,0,ENSG00000117411
135,0,1,ENSG00000148334
136,0,0,ENSG00000008300
137,0,0,ENSG00000182858
138,0,0,ENSG00000141526
139,0,1,ENSG00000146066
140,0,0,ENSG00000141504
141,0,0,ENSG00000103024
142,0,1,ENSG00000178035
143,0,0,ENSG00000117450
144,0,0,ENSG00000162813
145,0,0,ENSG00000147224
146,0,0,ENSG00000099377
147,0,0,ENSG00000111684
148,0,0,ENSG00000066322
149,0,0,ENSG00000132376
150,0,1,ENSG00000143398
151,0,0,ENSG00000105281
152,0,0,ENSG00000111371
153,1,0,ENSG00000239672
154,1,0,ENSG00000134333
155,0,1,ENSG00000103257 and ENSG00000168003
156,0,1,ENSG00000161533
157,0,0,ENSG00000131471
158,0,0,ENSG00000091140
159,0,0,ENSG00000155287
160,0,0,ENSG00000197119
161,0,1,ENSG00000136143 and ENSG00000163541
162,0,0,ENSG00000221988
163,0,0,ENSG00000166228
164,0,0,ENSG00000170340
165,0,0,ENSG00000156515
166,0,0,ENSG00000198380
167,0,1,ENSG00000172339
168,0,0,ENSG00000163931
169,0,1,ENSG00000123983
170,0,0,ENSG00000178537
171,0,0,ENSG00000139631
172,0,0,ENSG00000005483
173,0,0,ENSG00000197601
174,0,0,ENSG00000084207
175,0,0,ENSG00000084754
176,0,0,ENSG00000158470
177,0,0,ENSG00000164294
178,0,0,ENSG00000151116
179,0,0,ENSG00000163738
180,1,0,ENSG00000198431
181,1,1,ENSG00000168906
182,0,1,ENSG00000243678
183,0,0,ENSG00000131480
184,0,0,ENSG00000174684
185,0,0,ENSG00000122643
186,0,0,ENSG00000159399
187,0,0,ENSG00000143149
188,0,0,ENSG00000159322
189,0,0,ENSG00000070770 and ENSG00000101266
190,0,0,ENSG00000096717
191,0,1,ENSG00000099381
192,0,0,ENSG00000158850
193,0,0,ENSG00000132196
194,0,0,ENSG00000167468
195,0,0,ENSG00000126432
196,0,0,ENSG00000171302
197,0,0,ENSG00000130821
198,0,0,ENSG00000167123
199,0,0,ENSG00000198162
200,0,0,ENSG00000131067
201,0,0,ENSG00000124523
202,0,0,ENSG00000176153
203,0,0,ENSG00000206527
204,0,0,ENSG00000125458
205,0,0,ENSG00000121039
206,0,0,ENSG00000165269
207,0,0,ENSG00000123739
208,0,0,ENSG00000124596
209,0,0,ENSG00000168679
210,0,0,ENSG00000104885
211,0,1,ENSG00000172113
212,0,0,ENSG00000165672
213,0,0,ENSG00000197894
214,0,0,ENSG00000141698
215,0,0,ENSG00000187630
216,0,0,ENSG00000170190
217,0,0,ENSG00000106462
218,0,0,ENSG00000113448
219,0,0,ENSG00000164889
220,0,0,ENSG00000179913
221,0,0,ENSG00000127884
222,0,0,ENSG00000133315
223,0,0,ENSG00000134202
224,0,1,ENSG00000167815
225,1,1,ENSG00000139514
226,0,0,ENSG00000138031
227,0,0,ENSG00000109685
228,0,0,ENSG00000130304
229,0,0,ENSG00000159692
230,0,0,ENSG00000185825
231,0,0,ENSG00000110066
232,0,1,ENSG00000133835
233,0,0,ENSG00000038382
234,0,0,ENSG00000116539
235,0,0,ENSG00000168765
236,0,0,ENSG00000143387
237,0,0,ENSG00000157045
238,0,0,ENSG00000118058
239,0,0,ENSG00000159899
240,0,1,ENSG00000058729
241,0,0,ENSG00000137496
242,0,1,ENSG00000060237
243,0,0,ENSG00000187531
244,0,0,ENSG00000136169
245,0,0,ENSG00000139718
246,0,0,ENSG00000143554
247,0,0,ENSG00000176387
248,0,0,ENSG00000143379
249,0,0,ENSG00000213366
250,0,0,ENSG00000174080
251,0,0,ENSG00000067900
252,0,0,ENSG00000167107
253,0,0,ENSG00000165671
254,0,0,ENSG00000186204
255,0,0,ENSG00000181090
256,0,0,ENSG00000181555
257,0,1,ENSG00000072518
258,0,1,ENSG00000183955
259,0,1,ENSG00000204371
260,0,0,ENSG00000205268
261,0,1,ENSG00000086015
262,1,1,ENSG00000087586
263,0,0,ENSG00000089022
264,0,0,ENSG00000096063
265,1,1,ENSG00000097046
266,0,0,ENSG00000100749
267,0,0,ENSG00000105221
268,0,0,ENSG00000105613
269,0,0,ENSG00000108443
270,0,0,ENSG00000108946
271,0,1,ENSG00000112739
272,0,1,ENSG00000113712
273,0,0,ENSG00000114302
274,0,0,ENSG00000117676
275,0,0,ENSG00000118515
276,0,1,ENSG00000120539
277,0,1,ENSG00000122966
278,0,1,ENSG00000124784
279,0,1,ENSG00000125651
280,0,0,ENSG00000125834
281,0,0,ENSG00000126562
282,0,1,ENSG00000127564
283,0,0,ENSG00000128829
284,0,0,ENSG00000130175
285,0,0,ENSG00000130669
286,0,0,ENSG00000134318
287,0,0,ENSG00000135250
288,0,0,ENSG00000137193
289,0,0,ENSG00000137601
290,0,0,ENSG00000139908
291,0,1,ENSG00000140992
292,0,0,ENSG00000141551
293,0,0,ENSG00000142208
294,0,0,ENSG00000146872
295,0,1,ENSG00000147133
296,0,0,ENSG00000149269
297,0,0,ENSG00000149311
298,1,1,ENSG00000149554
299,1,1,ENSG00000156970
300,0,1,ENSG00000157106
301,0,0,ENSG00000160584
302,0,0,ENSG00000162302
303,0,0,ENSG00000162526
304,0,0,ENSG00000163349
305,1,0,ENSG00000165304
306,0,1,ENSG00000166333
307,1,1,ENSG00000166483
308,0,0,ENSG00000168067
309,1,1,ENSG00000169679
310,0,0,ENSG00000170145
311,0,0,ENSG00000171219
312,0,0,ENSG00000172071
313,0,1,ENSG00000172315
314,0,0,ENSG00000172939
315,0,1,ENSG00000175054
316,0,1,ENSG00000178950
317,1,1,ENSG00000178999
318,0,0,ENSG00000180370
319,0,0,ENSG00000186716
320,0,1,ENSG00000196455
321,0,0,ENSG00000198586
322,0,0,ENSG00000198648
323,0,0,ENSG00000113273
324,0,0,ENSG00000176393
325,0,0,ENSG00000071073
326,0,0,ENSG00000196502
327,0,0,ENSG00000162688
328,0,0,ENSG00000100522
329,0,0,ENSG00000143811
330,0,0,ENSG00000124767
331,0,0,ENSG00000091483
332,0,0,ENSG00000070669
333,0,0,ENSG00000092621
334,1,1,ENSG00000100462 and ENSG00000126457
335,0,0,ENSG00000029639
336,0,0,ENSG00000066651
337,0,1,ENSG00000071462
338,0,0,ENSG00000100483
339,0,0,ENSG00000101247
340,1,1,ENSG00000105202
341,0,1,ENSG00000108592
342,0,0,ENSG00000110871
343,0,1,ENSG00000111641
344,0,1,ENSG00000117481
345,0,1,ENSG00000122687
346,0,0,ENSG00000123427
347,0,1,ENSG00000127804
348,0,0,ENSG00000130305
349,0,0,ENSG00000132600
350,0,1,ENSG00000137574
351,0,0,ENSG00000137760
352,0,0,ENSG00000138382
353,0,0,ENSG00000142453
354,0,1,ENSG00000145331
355,0,1,ENSG00000145388
356,0,1,ENSG00000146834
357,0,0,ENSG00000156239
358,0,0,ENSG00000160310
359,0,1,ENSG00000162851
360,0,0,ENSG00000165644
361,0,1,ENSG00000165792
362,0,0,ENSG00000168806
363,0,1,ENSG00000169519
364,0,0,ENSG00000170439
365,0,0,ENSG00000171861
366,0,1,ENSG00000174173
367,0,0,ENSG00000180917
368,0,0,ENSG00000181038
369,0,0,ENSG00000185432
370,0,0,ENSG00000186666
371,0,0,ENSG00000203791
372,0,1,ENSG00000205629
373,0,0,ENSG00000214756
374,0,0,ENSG00000278619
375,0,0,ENSG00000013375
376,0,1,ENSG00000004455
377,0,1,ENSG00000085231
378,0,0,ENSG00000106992
379,1,0,ENSG00000162433
380,0,0,ENSG00000273841
381,0,0,ENSG00000109814
382,1,1,ENSG00000067225
383,0,0,ENSG00000023330
384,0,0,ENSG00000178773
385,0,1,ENSG00000068120
386,0,0,ENSG00000099904
387,0,1,ENSG00000102030
388,0,0,ENSG00000102312
389,0,1,ENSG00000106636
390,0,0,ENSG00000110583
391,0,1,ENSG00000121579
392,0,0,ENSG00000123684
393,0,1,ENSG00000135372
394,0,0,ENSG00000144182
395,0,0,ENSG00000156599
396,0,0,ENSG00000171320
397,0,1,ENSG00000173418
398,0,0,ENSG00000174165
399,0,0,ENSG00000180776
400,0,0,ENSG00000188818
401,0,1,ENSG00000204160
402,0,0,ENSG00000102967
403,1,1,ENSG00000113456 and ENSG00000172613
404,0,1,ENSG00000033867
405,0,0,ENSG00000159131
406,0,0,ENSG00000174669
407,0,1,ENSG00000163684
408,0,0,ENSG00000130208
409,0,0,ENSG00000109107
410,1,1,ENSG00000149925
411,0,0,ENSG00000067057
412,0,0,ENSG00000141959
413,1,1,ENSG00000099194
414,0,0,ENSG00000117480
415,0,1,ENSG00000103707
416,0,0,ENSG00000117528
417,0,0,ENSG00000134255
418,0,0,ENSG00000131389
419,0,1,ENSG00000172053
420,0,0,ENSG00000198743
421,0,1,ENSG00000204394
422,0,1,ENSG00000138363
423,0,0,ENSG00000129353
424,0,0,ENSG00000143036
425,0,0,ENSG00000114268
426,0,1,ENSG00000135002
427,0,0,ENSG00000079459
428,0,0,ENSG00000169710
429,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
430,0,0,ENSG00000110090
