,preds,label,genes
0,0,0,ENSG00000169710
1,0,0,ENSG00000110090
2,0,1,ENSG00000178700
3,0,0,ENSG00000091140 and ENSG00000140905 and ENSG00000145020 and ENSG00000178445
4,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
5,0,0,ENSG00000100714
6,0,0,ENSG00000059573
7,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
8,1,1,ENSG00000113161
9,0,0,ENSG00000153574
10,0,0,ENSG00000162066
11,0,0,ENSG00000117308
12,0,0,ENSG00000104522
13,0,0,ENSG00000176974
14,1,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
15,0,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
16,0,0,ENSG00000156110
17,0,1,ENSG00000130876 and ENSG00000168003
18,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
19,0,0,ENSG00000117143
20,0,0,ENSG00000113504
21,0,0,ENSG00000116984
22,0,0,ENSG00000001630
23,0,0,ENSG00000083807
24,0,0,ENSG00000103064
25,0,0,ENSG00000068366
26,0,1,ENSG00000131473
27,0,0,ENSG00000131979
28,0,0,ENSG00000155380
29,0,1,ENSG00000068903
30,0,0,ENSG00000130164
31,0,0,ENSG00000196517
32,1,0,ENSG00000074800
33,0,0,ENSG00000099797
34,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
35,0,0,ENSG00000125166
36,0,1,ENSG00000055609 and ENSG00000272333
37,0,0,ENSG00000083123
38,0,0,ENSG00000064763
39,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
40,0,0,ENSG00000103257
41,0,0,ENSG00000151348 and ENSG00000182197
42,0,0,ENSG00000135069
43,0,0,ENSG00000065989
44,0,0,ENSG00000136877
45,0,0,ENSG00000157326
46,0,0,ENSG00000171903
47,0,0,ENSG00000110958
48,0,0,ENSG00000134824
49,0,0,ENSG00000100075
50,0,0,ENSG00000128039
51,0,0,ENSG00000167130
52,0,0,ENSG00000040933
53,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
54,0,0,ENSG00000121897
55,0,1,ENSG00000173085
56,0,0,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
57,0,0,ENSG00000119723
58,0,0,ENSG00000117592
59,0,0,ENSG00000093010
60,0,0,ENSG00000178802
61,0,0,ENSG00000162368
62,1,0,ENSG00000176890
