,preds,label,genes
0,0,1,ENSG00000132155 and ENSG00000157764
1,0,0,ENSG00000001630
2,0,0,ENSG00000125454
3,0,0,ENSG00000068366
4,0,0,ENSG00000083807
5,0,0,ENSG00000117308
6,0,0,ENSG00000012779
7,0,0,ENSG00000203857
8,0,1,ENSG00000169710
9,0,0,ENSG00000103064
10,0,0,ENSG00000093010
11,0,1,ENSG00000131473
12,0,0,ENSG00000117143
13,0,0,ENSG00000131979
14,0,0,ENSG00000155380
15,0,0,ENSG00000068903
16,0,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
17,0,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
18,0,0,ENSG00000196517
19,0,0,ENSG00000074800
20,0,1,ENSG00000103257
21,0,0,ENSG00000099797
22,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
23,0,0,ENSG00000055609 and ENSG00000272333
24,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
25,0,0,ENSG00000110090
26,0,0,ENSG00000083123
27,0,1,ENSG00000125166
28,0,0,ENSG00000064763
29,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
30,1,1,ENSG00000072274
31,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
32,0,0,ENSG00000135069
33,0,0,ENSG00000150540
34,0,0,ENSG00000176974
35,0,0,ENSG00000065989
36,0,1,ENSG00000136877
37,0,0,ENSG00000059573
38,0,0,ENSG00000151348 and ENSG00000182197
39,1,1,ENSG00000113161
40,0,0,ENSG00000162066
41,0,1,ENSG00000153574
42,0,1,ENSG00000100714
43,0,0,ENSG00000119723
44,0,0,ENSG00000100075
45,0,0,ENSG00000157326
46,0,0,ENSG00000171903
47,0,0,ENSG00000110958
48,0,0,ENSG00000121897
49,0,0,ENSG00000167130
50,0,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
51,0,0,ENSG00000040933
52,0,1,ENSG00000173085
53,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
54,0,0,ENSG00000117592
55,0,1,ENSG00000162368
56,0,1,ENSG00000176890
57,0,0,ENSG00000125877
58,0,0,ENSG00000167900
59,1,1,ENSG00000168393
60,0,1,ENSG00000035687
61,0,1,ENSG00000178700
62,0,0,ENSG00000106348
63,0,0,ENSG00000178922
64,0,0,ENSG00000065911
65,0,1,ENSG00000142657
66,0,0,ENSG00000139531
67,0,0,ENSG00000082212
68,0,1,ENSG00000084774
69,0,1,ENSG00000143774
70,0,0,ENSG00000116096
71,0,0,ENSG00000100092
72,0,1,ENSG00000146701
73,0,0,ENSG00000173599
74,0,0,ENSG00000196511
75,0,0,ENSG00000132196
76,0,0,ENSG00000088002
77,0,0,ENSG00000068383
78,0,0,ENSG00000184470
79,1,0,ENSG00000067225
80,0,0,ENSG00000108784
81,0,1,ENSG00000120158
82,0,0,ENSG00000100605
83,0,0,ENSG00000170385
84,0,0,ENSG00000197375
85,0,0,ENSG00000131748
86,1,1,ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038
87,1,1,ENSG00000128951
88,0,0,ENSG00000111716
89,0,0,ENSG00000052802
90,0,0,ENSG00000116704
91,0,0,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
92,0,1,ENSG00000101444
93,0,1,ENSG00000134294
94,0,1,ENSG00000170445
95,0,0,ENSG00000131238
96,0,0,ENSG00000101187
97,1,1,ENSG00000112972
98,0,0,ENSG00000183048
99,0,0,ENSG00000008513
100,0,0,ENSG00000132423
101,0,0,ENSG00000176387
102,0,0,ENSG00000163541 and ENSG00000172340
103,0,0,ENSG00000119689
104,1,1,ENSG00000166986
105,0,0,ENSG00000130164
106,0,0,ENSG00000067057
107,0,0,ENSG00000023697
108,0,0,ENSG00000149084
109,0,0,ENSG00000109107
110,0,0,ENSG00000159921
111,0,1,ENSG00000105953
112,0,1,ENSG00000131389
113,0,0,ENSG00000105655
114,0,0,ENSG00000160211
115,0,1,ENSG00000091140 and ENSG00000105953 and ENSG00000119689
116,0,1,ENSG00000092068 and ENSG00000168003
117,0,1,ENSG00000117682
118,0,0,ENSG00000104522
119,0,0,ENSG00000156110
120,0,0,ENSG00000135437
121,0,0,ENSG00000101109 and ENSG00000104375
122,0,0,ENSG00000149809
123,0,0,ENSG00000140284
124,0,1,ENSG00000278540
125,0,0,ENSG00000197355
126,0,0,ENSG00000167969
127,0,1,ENSG00000055609 and ENSG00000167548
128,0,0,ENSG00000091140
129,1,1,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
130,0,0,ENSG00000171862
131,0,1,ENSG00000177646
132,0,0,ENSG00000117411
133,0,0,ENSG00000012232
134,0,0,ENSG00000205923
135,0,0,ENSG00000164039
136,0,0,ENSG00000148334
137,0,0,ENSG00000008300
138,0,0,ENSG00000141504
139,0,0,ENSG00000146066
140,0,0,ENSG00000182858
141,0,0,ENSG00000103024
142,1,1,ENSG00000228716
143,0,1,ENSG00000178035
144,0,0,ENSG00000117450
145,0,0,ENSG00000162813
146,0,0,ENSG00000147224
147,0,0,ENSG00000161533
148,0,0,ENSG00000099377
149,0,0,ENSG00000111684
150,0,0,ENSG00000066322
151,0,0,ENSG00000132376
152,0,0,ENSG00000143398
153,0,0,ENSG00000105281
154,0,0,ENSG00000111371
155,0,1,ENSG00000072506
156,0,0,ENSG00000239672
157,0,1,ENSG00000103257 and ENSG00000168003
158,0,0,ENSG00000134333
159,0,0,ENSG00000157184
160,0,0,ENSG00000221988
