,preds,label,genes
0,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
1,0,0,ENSG00000110090
2,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
3,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
4,1,1,ENSG00000113161
5,0,1,ENSG00000100714
6,0,0,ENSG00000059573
7,0,0,ENSG00000162066
8,0,0,ENSG00000176974
9,1,0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
10,0,1,ENSG00000153574
11,0,0,ENSG00000104522
12,0,0,ENSG00000117308
13,0,0,ENSG00000156110
14,0,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
15,0,0,ENSG00000117143
16,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
17,0,0,ENSG00000093010
18,0,0,ENSG00000001630
19,0,0,ENSG00000125454
20,0,0,ENSG00000083807
21,0,0,ENSG00000169710
22,0,0,ENSG00000103064
23,0,0,ENSG00000131473
24,0,0,ENSG00000131979
25,0,1,ENSG00000110619
26,0,0,ENSG00000068903
27,0,0,ENSG00000196517
28,1,1,ENSG00000074800
29,0,0,ENSG00000099797
30,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
31,0,0,ENSG00000055609 and ENSG00000272333
32,0,0,ENSG00000064763
33,0,0,ENSG00000103257
34,0,0,ENSG00000151348 and ENSG00000182197
35,0,0,ENSG00000135069
36,0,0,ENSG00000150540
37,0,1,ENSG00000136877
38,0,0,ENSG00000125166
39,0,1,ENSG00000110958
40,0,0,ENSG00000157326
41,0,0,ENSG00000100075
42,0,0,ENSG00000040933
43,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
44,0,0,ENSG00000121897
45,0,0,ENSG00000173085
46,0,0,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
47,0,0,ENSG00000167130
48,0,0,ENSG00000117592
49,0,1,ENSG00000162368
50,1,1,ENSG00000176890
51,0,0,ENSG00000125877
52,0,0,ENSG00000167900
53,1,1,ENSG00000168393
54,0,1,ENSG00000035687
55,0,0,ENSG00000106348
56,0,0,ENSG00000178922
57,0,0,ENSG00000065911
58,0,1,ENSG00000142657
59,0,0,ENSG00000116096
60,0,0,ENSG00000139531
61,0,0,ENSG00000082212
62,0,1,ENSG00000084774
63,0,1,ENSG00000143774
64,0,0,ENSG00000100092
65,0,1,ENSG00000116649
66,0,0,ENSG00000146701
67,0,1,ENSG00000173599
68,0,0,ENSG00000132196
69,0,0,ENSG00000088002
70,1,1,ENSG00000067225
71,0,0,ENSG00000184470
72,0,0,ENSG00000164638
73,0,0,ENSG00000108784
74,0,1,ENSG00000120158
75,0,0,ENSG00000105220
76,0,0,ENSG00000100605
77,0,0,ENSG00000170385
78,0,0,ENSG00000197375
79,0,1,ENSG00000131748
80,1,1,ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038
81,0,0,ENSG00000111716
82,0,1,ENSG00000092068 and ENSG00000168003
83,0,0,ENSG00000083123
84,0,0,ENSG00000052802
85,0,0,ENSG00000147454
86,0,0,ENSG00000116704
87,0,1,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
88,0,0,ENSG00000119723
89,0,1,ENSG00000101444
90,0,0,ENSG00000134294
91,0,1,ENSG00000170445
92,0,0,ENSG00000101187
93,0,0,ENSG00000131238
94,0,1,ENSG00000183048
95,0,0,ENSG00000163541 and ENSG00000172340
96,0,0,ENSG00000095380
97,0,0,ENSG00000132570
98,0,0,ENSG00000008513
99,0,0,ENSG00000132423
100,0,0,ENSG00000176387
101,1,1,ENSG00000166986
102,0,0,ENSG00000067057
103,0,0,ENSG00000023697
104,0,0,ENSG00000188690
105,0,0,ENSG00000148218
106,0,0,ENSG00000149084
