,preds,label,genes
0,0,0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
1,0,0,ENSG00000169710
2,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
3,0,0,ENSG00000110090
4,1,1,ENSG00000113161
5,0,1,ENSG00000178700
6,0,0,ENSG00000100714
7,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
8,0,0,ENSG00000059573
9,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
10,0,0,ENSG00000162066
11,0,0,ENSG00000176974
12,0,0,ENSG00000104522
13,0,0,ENSG00000153574
14,0,0,ENSG00000117308
15,0,0,ENSG00000156110
16,0,1,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
17,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
18,0,0,ENSG00000117143
19,0,0,ENSG00000132155 and ENSG00000157764
20,0,0,ENSG00000001630
21,0,0,ENSG00000125454
22,0,0,ENSG00000068366
23,0,0,ENSG00000083807
24,0,0,ENSG00000103064
25,0,0,ENSG00000131473
26,0,0,ENSG00000131979
27,0,0,ENSG00000155380
28,0,1,ENSG00000110619
29,0,0,ENSG00000068903
30,0,0,ENSG00000074800
31,0,0,ENSG00000103257
32,0,0,ENSG00000149084
33,0,0,ENSG00000099797
34,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
35,0,0,ENSG00000125166
36,0,0,ENSG00000055609 and ENSG00000272333
37,0,0,ENSG00000196517
38,0,0,ENSG00000135069
39,0,0,ENSG00000110958
40,0,0,ENSG00000157326
41,0,0,ENSG00000128039
42,0,0,ENSG00000100075
43,0,0,ENSG00000167130
44,0,0,ENSG00000134824
45,0,0,ENSG00000121897
46,0,0,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
47,0,0,ENSG00000040933
48,0,0,ENSG00000136877
49,0,0,ENSG00000173085
50,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
51,0,0,ENSG00000103174
52,0,0,ENSG00000111716
53,0,0,ENSG00000093010
54,0,0,ENSG00000178802
55,0,1,ENSG00000162368
56,0,0,ENSG00000176890
57,0,0,ENSG00000125877
58,0,0,ENSG00000167900
59,1,1,ENSG00000168393
60,0,0,ENSG00000035687
61,0,0,ENSG00000106348
62,0,0,ENSG00000178922
63,0,0,ENSG00000065911
64,0,0,ENSG00000116096
65,0,1,ENSG00000142657
66,0,0,ENSG00000139531
67,0,0,ENSG00000082212
68,0,0,ENSG00000084774
69,0,1,ENSG00000143774
70,0,0,ENSG00000160282
71,0,0,ENSG00000100092
72,0,0,ENSG00000116649
73,0,0,ENSG00000146701
74,0,1,ENSG00000173599
75,0,0,ENSG00000196511
76,0,0,ENSG00000088002
77,0,0,ENSG00000068383
78,0,0,ENSG00000083123 and ENSG00000142046 and ENSG00000248098
79,0,0,ENSG00000177542
80,0,0,ENSG00000184470
81,0,0,ENSG00000101986
82,0,0,ENSG00000164638
83,0,0,ENSG00000108784
84,0,1,ENSG00000120158
85,0,0,ENSG00000100605
86,0,1,ENSG00000005022
87,0,0,ENSG00000197375
88,0,0,ENSG00000072506
89,1,1,ENSG00000128951
90,0,0,ENSG00000083123
91,0,0,ENSG00000147454
92,0,0,ENSG00000052802
93,0,0,ENSG00000116704
94,0,0,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
95,0,0,ENSG00000119723
96,0,0,ENSG00000134294
97,0,0,ENSG00000117592
98,0,0,ENSG00000163541 and ENSG00000172340
99,1,1,ENSG00000166986
100,0,0,ENSG00000183048
101,0,0,ENSG00000131238
102,0,0,ENSG00000101187
103,0,0,ENSG00000095380
104,0,0,ENSG00000132570
105,0,1,ENSG00000095059
106,0,0,ENSG00000132423
107,0,1,ENSG00000105835
108,0,0,ENSG00000023697
109,0,0,ENSG00000159921
110,0,0,ENSG00000105953
111,0,0,ENSG00000105655
112,0,0,ENSG00000173614
113,0,0,ENSG00000172890
114,0,0,ENSG00000101901
115,0,0,ENSG00000160211
116,0,1,ENSG00000117682
117,0,0,ENSG00000135437
118,1,1,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
119,1,0,ENSG00000228716
120,0,0,ENSG00000164039
121,0,0,ENSG00000205923
122,0,0,ENSG00000177646
123,0,0,ENSG00000197355
124,0,0,ENSG00000101109 and ENSG00000104375
125,0,0,ENSG00000149809
126,0,0,ENSG00000140284
127,0,0,ENSG00000157184
128,0,0,ENSG00000278540
129,0,0,ENSG00000167969
130,0,0,ENSG00000108932
131,0,1,ENSG00000055609 and ENSG00000167548
132,0,0,ENSG00000130313
133,0,0,ENSG00000171862
134,0,0,ENSG00000117411
135,0,0,ENSG00000148334
136,0,0,ENSG00000008300
137,0,0,ENSG00000182858
138,0,0,ENSG00000141526
139,0,0,ENSG00000146066
140,0,0,ENSG00000141504
141,0,0,ENSG00000103024
142,0,1,ENSG00000178035
143,0,0,ENSG00000117450
144,0,0,ENSG00000162813
145,0,0,ENSG00000147224
146,0,0,ENSG00000099377
147,0,0,ENSG00000111684
148,0,0,ENSG00000066322
149,0,0,ENSG00000132376
150,0,1,ENSG00000143398
151,0,0,ENSG00000105281
152,0,0,ENSG00000111371
153,0,0,ENSG00000239672
154,0,0,ENSG00000134333
155,0,1,ENSG00000103257 and ENSG00000168003
156,0,1,ENSG00000161533
157,0,0,ENSG00000091140
158,0,0,ENSG00000155287
159,0,0,ENSG00000197119
160,0,0,ENSG00000136143 and ENSG00000163541
161,0,0,ENSG00000221988
162,0,0,ENSG00000166228
163,0,0,ENSG00000170340
164,0,0,ENSG00000156515
165,0,0,ENSG00000198380
166,0,1,ENSG00000172339
167,0,0,ENSG00000163931
168,0,0,ENSG00000123983
169,0,0,ENSG00000178537
170,0,0,ENSG00000139631
171,0,0,ENSG00000005483
172,0,0,ENSG00000197601
173,0,0,ENSG00000084207
174,0,0,ENSG00000084754
175,0,0,ENSG00000158470
176,0,0,ENSG00000164294
177,0,0,ENSG00000151116
178,0,0,ENSG00000163738
179,0,0,ENSG00000118402
180,1,0,ENSG00000198431
181,1,1,ENSG00000168906
182,0,1,ENSG00000243678
183,0,0,ENSG00000174684
184,0,0,ENSG00000122643
185,0,0,ENSG00000159399
186,0,0,ENSG00000143149
187,0,0,ENSG00000159322
188,0,0,ENSG00000070770 and ENSG00000101266
189,0,0,ENSG00000096717
190,0,1,ENSG00000099381
191,0,0,ENSG00000158850
192,0,0,ENSG00000132196
193,0,1,ENSG00000167468
194,0,0,ENSG00000126432
195,0,0,ENSG00000171302
196,0,0,ENSG00000130821
197,0,0,ENSG00000177465
198,0,0,ENSG00000167123
199,0,0,ENSG00000198162
200,0,0,ENSG00000131067
201,0,0,ENSG00000124523
202,0,0,ENSG00000206527
203,0,0,ENSG00000125458
204,0,0,ENSG00000121039
205,0,0,ENSG00000184227
206,0,0,ENSG00000176383
207,0,0,ENSG00000123739
208,0,0,ENSG00000124596
209,0,0,ENSG00000104885
210,0,0,ENSG00000172113
211,0,0,ENSG00000165672
212,0,0,ENSG00000197894
213,0,0,ENSG00000141698
214,0,0,ENSG00000187630
215,0,0,ENSG00000170190
216,0,0,ENSG00000106462
217,0,0,ENSG00000113448
218,0,0,ENSG00000164889
219,0,0,ENSG00000127884
220,0,0,ENSG00000133315
221,0,0,ENSG00000134202
222,0,1,ENSG00000167815
223,1,0,ENSG00000139514
224,0,0,ENSG00000138031
225,0,0,ENSG00000109685
226,0,0,ENSG00000130304
227,0,0,ENSG00000159692
228,0,0,ENSG00000185825
229,0,0,ENSG00000110066
230,0,1,ENSG00000133835
231,0,0,ENSG00000038382
232,0,0,ENSG00000116539
233,0,0,ENSG00000168765
234,0,0,ENSG00000143387
235,0,0,ENSG00000157045
236,0,0,ENSG00000118058
237,0,0,ENSG00000167733
238,0,0,ENSG00000159899
239,0,1,ENSG00000058729
240,0,0,ENSG00000137496
241,0,0,ENSG00000142973
242,0,0,ENSG00000060237
243,0,0,ENSG00000187531
244,0,0,ENSG00000136169
245,0,0,ENSG00000139718
246,0,0,ENSG00000143554
247,0,0,ENSG00000176387
248,0,1,ENSG00000143379
249,0,0,ENSG00000174080
250,0,0,ENSG00000067900
251,0,0,ENSG00000154678
252,0,0,ENSG00000167107
253,0,0,ENSG00000165671
254,0,0,ENSG00000181090
255,0,0,ENSG00000181555
256,0,1,ENSG00000072518
257,0,1,ENSG00000183955
258,0,0,ENSG00000204371
259,0,0,ENSG00000205268
260,0,0,ENSG00000086015
261,1,1,ENSG00000087586
262,0,0,ENSG00000089022
263,0,0,ENSG00000096063
264,1,1,ENSG00000097046
265,0,1,ENSG00000100749
266,0,0,ENSG00000105221
267,0,0,ENSG00000105613
268,0,0,ENSG00000108443
269,0,0,ENSG00000108946
270,0,1,ENSG00000112739
271,0,0,ENSG00000113712
272,0,0,ENSG00000114302
273,0,0,ENSG00000117676
274,0,0,ENSG00000118515
275,0,1,ENSG00000120539
276,0,1,ENSG00000122966
277,0,1,ENSG00000124784
278,0,1,ENSG00000125651
279,0,0,ENSG00000125834
280,0,1,ENSG00000127564
281,0,0,ENSG00000128829
282,0,0,ENSG00000130175
283,0,0,ENSG00000130669
284,0,0,ENSG00000134318
285,0,0,ENSG00000135250
286,0,0,ENSG00000137193
287,0,0,ENSG00000137601
288,0,0,ENSG00000139908
289,0,1,ENSG00000140992
290,0,0,ENSG00000141551
291,0,0,ENSG00000142208
292,0,1,ENSG00000146872
293,0,1,ENSG00000147133
294,0,0,ENSG00000149269
295,0,0,ENSG00000149311
296,1,1,ENSG00000149554
297,1,1,ENSG00000156970
298,0,1,ENSG00000157106
299,0,0,ENSG00000160584
