,preds,label,genes
0,0,0,ENSG00000169710
1,0,0,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
2,0,0,ENSG00000196517
3,0,0,ENSG00000198743
4,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
5,0,0,ENSG00000110090
6,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
7,0,1,ENSG00000178700
8,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
9,0,1,ENSG00000113161
10,0,1,ENSG00000100714
11,0,0,ENSG00000059573
12,0,0,ENSG00000117308
13,0,0,ENSG00000176974
14,0,0,ENSG00000162066
15,0,0,ENSG00000153574
16,0,0,ENSG00000104522
17,0,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
18,0,0,ENSG00000156110
19,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
20,0,0,ENSG00000117143
21,0,0,ENSG00000001630
22,0,0,ENSG00000068366
23,0,0,ENSG00000125454
24,0,0,ENSG00000083807
25,0,0,ENSG00000103064
26,0,0,ENSG00000131473
27,0,0,ENSG00000155380
28,0,0,ENSG00000068903
29,0,0,ENSG00000130164
30,0,1,ENSG00000074800
31,0,0,ENSG00000103257
32,0,0,ENSG00000099797
33,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
34,0,0,ENSG00000125166
35,0,0,ENSG00000055609 and ENSG00000272333
36,0,0,ENSG00000083123
37,0,0,ENSG00000135069
38,0,0,ENSG00000065989
39,0,1,ENSG00000136877
40,0,0,ENSG00000110958
41,0,0,ENSG00000157326
42,0,0,ENSG00000171903
43,0,0,ENSG00000100075
44,0,0,ENSG00000173085
45,0,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
46,0,1,ENSG00000121897
47,0,0,ENSG00000134824
48,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
49,0,0,ENSG00000040933
50,0,0,ENSG00000072506
51,0,1,ENSG00000167130
52,0,0,ENSG00000119723
53,0,0,ENSG00000117592
54,0,0,ENSG00000093010
55,0,0,ENSG00000178802
56,0,1,ENSG00000162368
57,1,1,ENSG00000176890
58,0,0,ENSG00000125877
59,0,0,ENSG00000167900
60,1,1,ENSG00000168393
61,0,1,ENSG00000035687
62,0,0,ENSG00000106348
63,0,0,ENSG00000178922
64,0,0,ENSG00000116096
65,0,0,ENSG00000065911
66,0,1,ENSG00000142657
67,0,0,ENSG00000139531
68,0,0,ENSG00000082212
69,0,1,ENSG00000084774
70,0,1,ENSG00000143774
71,0,0,ENSG00000146701
72,0,0,ENSG00000173599
73,0,0,ENSG00000196511
74,0,0,ENSG00000132196
75,0,0,ENSG00000088002
76,1,1,ENSG00000067225
77,0,0,ENSG00000068383
78,0,0,ENSG00000117528
79,0,0,ENSG00000101986
80,0,0,ENSG00000184470
81,0,0,ENSG00000164638
82,0,0,ENSG00000108784
83,0,1,ENSG00000120158
84,0,0,ENSG00000105220
85,0,0,ENSG00000100605
86,0,1,ENSG00000005022
87,0,0,ENSG00000170385
88,0,0,ENSG00000131748
89,1,1,ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038
90,0,0,ENSG00000111716
91,0,0,ENSG00000052802
92,0,0,ENSG00000116704
93,0,0,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
94,0,1,ENSG00000101444
95,0,0,ENSG00000008513
96,0,0,ENSG00000134294
97,0,0,ENSG00000197375
98,0,0,ENSG00000101187
99,0,0,ENSG00000163541 and ENSG00000172340
100,1,1,ENSG00000166986
101,0,0,ENSG00000183048
102,0,0,ENSG00000131238
103,0,0,ENSG00000095380
104,0,0,ENSG00000132570
105,0,0,ENSG00000132423
106,0,0,ENSG00000023697
107,0,0,ENSG00000188690
108,0,0,ENSG00000148218
109,0,1,ENSG00000149084
110,0,0,ENSG00000159921
111,0,1,ENSG00000105953
112,0,0,ENSG00000131389
113,0,0,ENSG00000105655
114,0,0,ENSG00000160211
115,0,1,ENSG00000163655
116,0,1,ENSG00000101901
117,0,1,ENSG00000117682
118,0,0,ENSG00000135437
119,1,1,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
120,1,1,ENSG00000228716
121,0,0,ENSG00000164039
122,0,0,ENSG00000177646
123,0,0,ENSG00000205923
124,0,0,ENSG00000197355
125,0,0,ENSG00000149809
126,0,0,ENSG00000278540
127,0,0,ENSG00000167969
128,0,1,ENSG00000055609 and ENSG00000167548
129,0,1,ENSG00000091140
130,0,0,ENSG00000171862
131,0,0,ENSG00000117411
132,0,0,ENSG00000148334
133,0,0,ENSG00000141504
134,0,0,ENSG00000146066
135,0,0,ENSG00000008300
136,0,0,ENSG00000182858
137,0,0,ENSG00000141526
138,0,0,ENSG00000131471
139,0,0,ENSG00000103024
140,1,1,ENSG00000128951
141,0,1,ENSG00000178035
142,0,0,ENSG00000117450
143,0,0,ENSG00000143179
144,0,0,ENSG00000162813
145,0,0,ENSG00000147224
146,0,0,ENSG00000111684
147,0,0,ENSG00000066322
148,0,0,ENSG00000132376
149,0,0,ENSG00000099377
150,0,1,ENSG00000143398
151,0,0,ENSG00000105281
152,0,0,ENSG00000111371
153,0,0,ENSG00000067840
154,0,0,ENSG00000239672
155,1,1,ENSG00000104723 and ENSG00000118705 and ENSG00000129562 and ENSG00000163527 and ENSG00000163902 and ENSG00000244038
156,0,0,ENSG00000103257 and ENSG00000168003
157,0,0,ENSG00000157184
158,0,1,ENSG00000134333
159,0,0,ENSG00000161533
160,0,0,ENSG00000197119
161,0,0,ENSG00000136143 and ENSG00000163541
162,0,0,ENSG00000221988
163,0,0,ENSG00000166228
164,0,0,ENSG00000134255
165,0,0,ENSG00000170340
166,0,1,ENSG00000154330
167,0,1,ENSG00000141279
168,0,1,ENSG00000172339
169,0,1,ENSG00000163931
170,0,0,ENSG00000123983
171,0,0,ENSG00000178537
172,0,0,ENSG00000139631
173,0,0,ENSG00000159399
174,0,0,ENSG00000005483
175,0,0,ENSG00000197601
176,0,0,ENSG00000084754
177,0,0,ENSG00000158470
178,0,0,ENSG00000164294
179,0,0,ENSG00000084207
180,0,0,ENSG00000131480
181,0,0,ENSG00000163738
182,1,0,ENSG00000198431
183,1,1,ENSG00000168906
184,0,0,ENSG00000243678
185,0,0,ENSG00000151116
186,0,0,ENSG00000168710
187,0,0,ENSG00000174684
188,0,0,ENSG00000122643
189,0,0,ENSG00000197444
190,0,0,ENSG00000143149
191,0,0,ENSG00000159322
192,0,0,ENSG00000131067
193,0,0,ENSG00000096717
194,0,1,ENSG00000099381
195,0,0,ENSG00000121039
196,0,0,ENSG00000158850
197,0,1,ENSG00000167468
198,0,0,ENSG00000112981
199,0,0,ENSG00000126432
200,0,0,ENSG00000130821
201,0,0,ENSG00000167123
202,0,0,ENSG00000198162
203,0,0,ENSG00000124523
204,0,0,ENSG00000206527
205,0,0,ENSG00000125458
206,0,0,ENSG00000184227
207,0,0,ENSG00000176383
208,0,0,ENSG00000105409 and ENSG00000137731 and ENSG00000143153
209,0,0,ENSG00000124596
210,0,0,ENSG00000168679
211,0,0,ENSG00000104885
212,0,0,ENSG00000162496
213,0,0,ENSG00000172113
214,0,0,ENSG00000165672
215,0,0,ENSG00000197894
216,0,1,ENSG00000141698
217,0,0,ENSG00000187630
218,0,0,ENSG00000106462
219,0,0,ENSG00000113448
220,0,0,ENSG00000164889
221,0,0,ENSG00000127884
222,1,0,ENSG00000069849 and ENSG00000105409 and ENSG00000137731
223,0,0,ENSG00000133315
224,0,0,ENSG00000134202
225,0,0,ENSG00000167815
226,1,0,ENSG00000139514
227,0,0,ENSG00000138031
228,0,0,ENSG00000109685
229,0,0,ENSG00000130304
230,0,0,ENSG00000159692
231,0,0,ENSG00000185825
232,0,0,ENSG00000110066
233,0,0,ENSG00000133835
234,0,0,ENSG00000116539
235,0,0,ENSG00000168765
236,0,0,ENSG00000143387
237,0,1,ENSG00000196950
238,0,0,ENSG00000157045
239,0,0,ENSG00000118058
240,0,0,ENSG00000167733
241,0,0,ENSG00000159899
242,0,1,ENSG00000137731 and ENSG00000143153 and ENSG00000163399
243,0,0,ENSG00000137496
244,0,0,ENSG00000187531
245,0,0,ENSG00000136169
246,1,1,ENSG00000069849 and ENSG00000137731 and ENSG00000163399
247,0,0,ENSG00000139718
248,0,0,ENSG00000143554
249,0,1,ENSG00000143379
250,0,0,ENSG00000213366
251,0,0,ENSG00000174080
252,0,0,ENSG00000167107
253,0,0,ENSG00000187134
254,0,0,ENSG00000165671
255,0,0,ENSG00000186204
256,0,0,ENSG00000181090
257,0,0,ENSG00000181555
258,0,1,ENSG00000183955
259,0,1,ENSG00000204371
260,0,0,ENSG00000205268
261,0,0,ENSG00000227471
262,0,0,ENSG00000113273
263,0,1,ENSG00000162408
264,0,0,ENSG00000171302
265,0,0,ENSG00000176393
266,0,0,ENSG00000071073
267,0,0,ENSG00000196502
268,0,0,ENSG00000160209
269,0,0,ENSG00000143811
270,0,0,ENSG00000124767
271,0,0,ENSG00000091483
272,0,1,ENSG00000070669
273,0,0,ENSG00000092621
274,1,1,ENSG00000100462 and ENSG00000126457
275,0,0,ENSG00000029639
276,0,0,ENSG00000066651
277,0,1,ENSG00000071462
278,0,0,ENSG00000100483
279,0,0,ENSG00000101247
280,1,1,ENSG00000105202
281,0,1,ENSG00000108592
282,0,0,ENSG00000110871
283,0,1,ENSG00000111641
284,0,0,ENSG00000117481
285,0,0,ENSG00000122687
286,0,0,ENSG00000123427
