,preds,label,genes
0,1,1,ENSG00000099194
1,0,0,ENSG00000068366
2,0,1,ENSG00000099797
3,0,0,ENSG00000084754 and ENSG00000138029 and ENSG00000167315
4,0,0,ENSG00000110090
5,0,0,ENSG00000101986
6,0,0,ENSG00000060971 and ENSG00000113790 and ENSG00000133835
7,0,1,ENSG00000169710
8,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000127884
9,0,0,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721
10,0,1,ENSG00000149084
11,0,0,ENSG00000134824
12,0,0,ENSG00000197375
13,0,0,ENSG00000089597
14,0,1,ENSG00000115275
15,1,1,ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038
16,0,0,ENSG00000139133
17,0,0,ENSG00000155380
18,0,0,ENSG00000127125
19,0,1,ENSG00000163344
20,0,1,ENSG00000110921
21,0,0,ENSG00000124370
22,1,1,ENSG00000113161
23,0,0,ENSG00000124767
24,0,1,ENSG00000151093
25,0,1,ENSG00000149313
26,0,0,ENSG00000138814 and ENSG00000221823
27,0,0,ENSG00000055609 and ENSG00000272333
28,0,0,ENSG00000072062
29,0,0,ENSG00000157326
30,0,0,ENSG00000100714
31,0,0,ENSG00000065911
32,0,1,ENSG00000136877
33,0,0,ENSG00000135437
34,0,0,ENSG00000132196
35,0,1,ENSG00000072506 and ENSG00000084754 and ENSG00000138796
36,0,0,ENSG00000151151
37,0,0,ENSG00000100605
38,0,0,ENSG00000068383
39,0,0,ENSG00000105655
40,0,0,ENSG00000040933
41,0,1,ENSG00000145725
42,0,1,ENSG00000007168
43,0,1,ENSG00000078142
44,0,0,ENSG00000131979
45,0,0,ENSG00000119723
46,0,0,ENSG00000083807
47,0,0,ENSG00000023330
48,0,0,ENSG00000093010
49,0,1,ENSG00000072506
50,0,0,ENSG00000083123 and ENSG00000142046 and ENSG00000248098
51,0,0,ENSG00000111716
52,0,0,ENSG00000070614
53,0,1,ENSG00000117528
54,0,1,ENSG00000105953
55,0,1,ENSG00000173085
56,0,1,ENSG00000090054 and ENSG00000100596 and ENSG00000172296
57,0,0,ENSG00000167186
58,0,0,ENSG00000092621
59,0,0,ENSG00000135069
60,0,0,ENSG00000146701
61,0,0,ENSG00000001630
62,0,0,ENSG00000052802
63,0,0,ENSG00000143149
64,0,0,ENSG00000099377
65,0,0,ENSG00000125166
66,0,0,ENSG00000182199
67,0,0,ENSG00000176974
68,0,1,ENSG00000091140 and ENSG00000140905 and ENSG00000145020 and ENSG00000178445
69,0,0,ENSG00000128039
70,0,0,ENSG00000150540
71,0,1,ENSG00000102172
72,0,0,ENSG00000116649
73,0,1,ENSG00000128059
74,0,1,ENSG00000178921
75,0,0,ENSG00000116096
76,0,1,ENSG00000110871
77,0,0,ENSG00000109929
78,0,0,ENSG00000023697
79,0,0,ENSG00000162066
80,0,0,ENSG00000068903
81,0,0,ENSG00000117305
82,0,1,ENSG00000131473
83,0,0,ENSG00000169359
84,1,1,ENSG00000091140 and ENSG00000131828 and ENSG00000150768 and ENSG00000168291
85,0,0,ENSG00000198931
86,0,1,ENSG00000101444
87,0,0,ENSG00000067057
88,0,0,ENSG00000125454
89,0,0,ENSG00000156110
90,0,0,ENSG00000033627
91,0,0,ENSG00000121879 and ENSG00000145675
92,0,1,ENSG00000167508
93,0,0,ENSG00000159921
94,1,1,ENSG00000128050
95,0,0,ENSG00000167900
96,1,0,ENSG00000001084 and ENSG00000023909
97,0,1,ENSG00000159131
98,0,0,ENSG00000160209
99,0,0,ENSG00000135002
100,0,1,ENSG00000068120
101,0,0,ENSG00000127080
102,0,0,ENSG00000084774
103,0,0,ENSG00000114268
104,0,0,ENSG00000106799 and ENSG00000163513
105,0,0,ENSG00000196511
106,0,0,ENSG00000059573
107,0,1,ENSG00000005022
108,1,1,ENSG00000168393
109,0,1,ENSG00000173599
110,0,1,ENSG00000100075
111,0,0,ENSG00000183048
112,0,0,ENSG00000103064
113,0,0,ENSG00000196517
114,0,0,ENSG00000103257
115,0,1,ENSG00000119523
116,0,1,ENSG00000070669
117,0,0,ENSG00000131389
118,0,0,ENSG00000159322
119,0,1,ENSG00000033011
120,0,1,ENSG00000101290
121,0,0,ENSG00000185813
122,0,0,ENSG00000101558
123,0,0,ENSG00000117592
124,0,1,ENSG00000156471
125,0,0,ENSG00000113273
126,0,0,ENSG00000064601 and ENSG00000141012 and ENSG00000170266 and ENSG00000204386
127,0,0,ENSG00000100412
128,0,0,ENSG00000062485
129,0,0,ENSG00000111726
130,0,0,ENSG00000164414
131,0,1,ENSG00000126088
132,0,0,ENSG00000130821
133,1,1,ENSG00000151012 and ENSG00000168003
134,1,1,ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848
135,1,1,ENSG00000067225
136,0,1,ENSG00000162368
137,1,1,ENSG00000113456 and ENSG00000172613
138,0,0,ENSG00000173614
139,0,0,ENSG00000125458
140,0,0,ENSG00000100299
141,0,1,ENSG00000143774
142,0,0,ENSG00000132570
143,1,1,ENSG00000176890
144,0,1,ENSG00000178700
145,0,1,ENSG00000119689
146,0,0,ENSG00000067064
147,0,1,ENSG00000152904
148,0,1,ENSG00000115350 and ENSG00000148229
149,0,0,ENSG00000120697
150,0,0,ENSG00000175283
151,0,0,ENSG00000060642
152,0,0,ENSG00000086848
153,0,0,ENSG00000182858
154,0,0,ENSG00000159063
155,0,0,ENSG00000167130
156,0,1,ENSG00000069943
157,0,1,ENSG00000000419 and ENSG00000136908 and ENSG00000179085
158,0,1,ENSG00000088035
159,1,1,ENSG00000128951
160,0,0,ENSG00000125877
161,0,0,ENSG00000087111 and ENSG00000101464 and ENSG00000124155 and ENSG00000142892 and ENSG00000197858
162,0,0,ENSG00000138363
163,0,0,ENSG00000147454
164,0,1,ENSG00000090857
165,0,0,ENSG00000173638
166,0,0,ENSG00000197894
167,0,1,ENSG00000105220
168,0,1,ENSG00000091483
169,0,1,ENSG00000253710
170,0,0,ENSG00000176022
171,0,0,ENSG00000027847
172,1,1,ENSG00000111669
173,0,0,ENSG00000008513
174,0,0,ENSG00000104522
175,0,0,ENSG00000181830
176,0,0,ENSG00000160211
177,0,1,ENSG00000117394
178,0,0,ENSG00000277161
179,0,0,ENSG00000162688
180,0,0,ENSG00000148154
181,0,0,ENSG00000115652
182,0,0,ENSG00000172890
183,0,1,ENSG00000163655
184,0,0,ENSG00000115419
185,0,0,ENSG00000177542
186,0,1,ENSG00000091140 and ENSG00000105953 and ENSG00000119689
187,0,0,ENSG00000111371
188,0,0,ENSG00000144659
189,0,0,ENSG00000123453
190,1,1,ENSG00000106105
191,0,0,ENSG00000033867
192,0,1,ENSG00000066926
193,0,0,ENSG00000108784
194,0,0,ENSG00000012232
195,0,0,ENSG00000153936
196,0,1,ENSG00000136720
197,0,0,ENSG00000151348 and ENSG00000182197
198,0,0,ENSG00000064763
199,0,1,ENSG00000134294
200,1,1,ENSG00000112972
201,0,0,ENSG00000256269
202,0,0,ENSG00000151229
203,0,0,ENSG00000198743
204,0,1,ENSG00000090861
205,0,0,ENSG00000160285
206,0,1,ENSG00000113643
207,0,1,ENSG00000134440
208,0,1,ENSG00000115866
209,0,0,ENSG00000178537
210,0,1,ENSG00000110619
211,0,1,ENSG00000103257 and ENSG00000168003
212,0,1,ENSG00000172053
213,0,1,ENSG00000136628
214,0,1,ENSG00000170445
215,0,1,ENSG00000121897
216,0,1,ENSG00000196305
217,0,1,ENSG00000133706
218,0,1,ENSG00000065427
219,1,1,ENSG00000166986
220,0,1,ENSG00000116120 and ENSG00000179115
221,1,1,ENSG00000031698
222,0,1,ENSG00000113407
223,1,1,ENSG00000140105
224,0,1,ENSG00000134684
225,0,1,ENSG00000204394
226,0,0,ENSG00000100294
227,0,1,ENSG00000100413
228,0,0,ENSG00000178802
229,0,0,ENSG00000116984
230,0,0,ENSG00000184470
231,0,1,ENSG00000101901
232,0,1,ENSG00000168282
233,1,1,ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562
234,0,1,ENSG00000144136
235,0,1,ENSG00000172269
236,0,1,ENSG00000007541 and ENSG00000100564 and ENSG00000135845 and ENSG00000165195
237,0,0,ENSG00000111261
238,0,0,ENSG00000013375
239,1,0,ENSG00000100522
240,0,0,ENSG00000095380
241,0,0,ENSG00000105835
242,0,0,ENSG00000147813
243,0,0,ENSG00000170340
244,0,1,ENSG00000131446
245,0,1,ENSG00000134255
246,0,0,ENSG00000157593
247,0,1,ENSG00000241878
248,1,1,ENSG00000074800
249,0,0,ENSG00000171862
250,0,0,ENSG00000138621
251,0,1,ENSG00000103502
252,0,0,ENSG00000079459
253,0,1,ENSG00000163684
254,0,0,ENSG00000110958
255,0,0,ENSG00000143224
256,0,1,ENSG00000080819
257,0,1,ENSG00000114491
258,0,0,ENSG00000100092
259,0,0,ENSG00000082212
260,0,0,ENSG00000101187
261,0,0,ENSG00000006695
262,0,0,ENSG00000131828 and ENSG00000168291
263,1,1,ENSG00000123505
264,0,0,ENSG00000116237
265,0,1,ENSG00000144741
266,0,0,ENSG00000111237
267,0,0,ENSG00000011009
268,0,1,ENSG00000119537
269,0,0,ENSG00000104549
270,0,1,ENSG00000073578 and ENSG00000117118 and ENSG00000143252 and ENSG00000204370
271,0,0,ENSG00000163541 and ENSG00000172340
272,0,0,ENSG00000139531
273,0,0,ENSG00000117479
274,0,0,ENSG00000167969
275,0,0,ENSG00000132423
276,0,0,ENSG00000102967
277,0,0,ENSG00000158470
278,0,0,ENSG00000015532
279,0,0,ENSG00000102100
280,0,0,ENSG00000169764
281,0,0,ENSG00000117308
282,0,0,ENSG00000109814
283,0,0,ENSG00000116704
284,0,0,ENSG00000117143
285,0,0,ENSG00000130958
286,0,0,ENSG00000171302
287,0,0,ENSG00000188690
288,1,1,ENSG00000030066 and ENSG00000069248 and ENSG00000075188 and ENSG00000110713 and ENSG00000111581 and ENSG00000120253 and ENSG00000125450
289,0,0,ENSG00000106348
290,0,0,ENSG00000170385
291,0,0,ENSG00000161533
292,0,0,ENSG00000177646
293,0,0,ENSG00000146066
294,1,1,ENSG00000104723 and ENSG00000118705 and ENSG00000129562 and ENSG00000163527 and ENSG00000163902 and ENSG00000244038
295,0,1,ENSG00000175548
296,0,0,ENSG00000108932
297,1,1,ENSG00000105568 and ENSG00000113575
298,0,0,ENSG00000055609 and ENSG00000167548
299,0,0,ENSG00000126934 and ENSG00000169032
300,0,0,ENSG00000005882
301,1,1,ENSG00000111640
302,0,0,ENSG00000149809
303,0,0,ENSG00000132376
304,0,1,ENSG00000143398
305,0,0,ENSG00000143393
306,0,0,ENSG00000111684
307,0,0,ENSG00000141526
308,0,0,ENSG00000151116
309,0,1,ENSG00000066322
310,0,1,ENSG00000102144
311,0,0,ENSG00000163738
312,0,0,ENSG00000187134
313,0,1,ENSG00000130313
314,0,0,ENSG00000205923
315,0,0,ENSG00000164039
316,0,0,ENSG00000141504
317,0,0,ENSG00000157184
318,0,0,ENSG00000162813
319,0,0,ENSG00000141959
320,0,0,ENSG00000143179
321,0,1,ENSG00000047249
322,0,1,ENSG00000278540
323,0,0,ENSG00000051382
324,0,0,ENSG00000110721
325,0,0,ENSG00000103024
326,0,0,ENSG00000156515
327,1,1,ENSG00000171793
328,0,1,ENSG00000206527
329,0,0,ENSG00000104365 and ENSG00000213341
330,0,0,ENSG00000130304
331,0,0,ENSG00000105281
332,0,1,ENSG00000116353
333,0,1,ENSG00000161217
334,0,0,ENSG00000113163
335,0,0,ENSG00000008300
336,0,0,ENSG00000100997
337,0,0,ENSG00000141279
338,1,1,ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848
339,1,0,ENSG00000239672
340,0,0,ENSG00000179163
341,0,0,ENSG00000174669
342,0,0,ENSG00000166228
343,1,1,ENSG00000228716
344,0,1,ENSG00000160752
345,1,1,ENSG00000062822 and ENSG00000077514 and ENSG00000106628 and ENSG00000175482
346,0,0,ENSG00000165282
347,0,1,ENSG00000155287
348,0,0,ENSG00000164068
349,0,1,ENSG00000173540
350,0,0,ENSG00000198380
351,0,0,ENSG00000117450
352,0,1,ENSG00000162694
